Movie Name,Release Date,1st Day,1st Weekend,1st Week,Lifetime,stars,cast,director
Dilwale,18-Dec,21.8,65.09,110.76, 2.5/5 Stars (Two and half stars)[ Shah Rukh Khan, Kajol, Varun Dhawan, Kriti Sanon, Johnny Lever, Varun Sharma, Boman Irani, Sanjay Mishra],[ Rohit Shetty]
Bajirao Mastani,18-Dec,12.8,46.77,98.4, 3.5/5 Stars (Three and half stars)[ Ranveer Singh, Priyanka Chopra, Deepika Padukone],[ Sanjay Leela Bhansali]
Hate Story 3,4-Dec,9.72,26.82,42, 1/5 Stars (One star)[ Sharman Joshi, Zarine Khan, Daisy Shah, Karan Singh Grover],[ Vishal Pandya]
Tamasha,27-Nov,10.87,38.23,53.5, 2.5/5 Stars (Two and half stars)[ Ranbir Kapoor, Deepika Padukone],[ Imtiaz Ali]
Prem Ratan Dhan Payo,12-Nov,40.35,129.77,172.82, 3/5 Stars (Three stars)[ Salman Khan, Sonam Kapoor, Neil Nitin Mukesh, Swara Bhaskar],[ Sooraj Barjatya]
Guddu Ki Gun,30-Oct,1,2,2, 2.5/5 Stars (Two and half stars)[ Kunal Kemmu, Payel Sarkar],[ Sheershak Anand and Shantanu Ray Chhibber]
Main Aur Charles,30-Oct,1,2,5, 2/5 Stars (Two stars)[ Randeep Hooda, Richa Chadda],[ Prawaal Raman]
Titli,30-Oct,0.5,1.05,2, Ranvir Shorey, Amit Sial, Shashank Arora, Shivani Raghuvanshi, Lalit Behl[ Kanu Behl],[ Dibakar Banerjee]
Shaandaar,22-Oct,13.1,34,40, 2.5/5 Stars (Two and half stars)[ Alia Bhatt, Shahid Kapoor],[ Vikas Bahl]
Pyaar Ka Punchnama 2,16-Oct,6.8,22.4,39.25, 2/5 Stars (Two stars)[ Kartik Aaryan, Nushrat Bharucha, Sonalli Sehgall, Ishita Sharma, Omkar Kapoor, Sunny Singh],[ Luv Ranjan]
Jazbaa,9-Oct,4.23,15.24,21.5, 2.5/5 Stars (Two and half stars)[ Aishwarya Rai Bachchan, Irrfan Khan, Shabana Azmi, Chandan Roy Sanyal, Jackie Shroff, Atul Kulkarni, Siddhanth Kapoor],[ Sanjay Gupta]
Talvar,2-Oct,2.75,9.25,25.2, Irrfan Khan, Konkona Sen Sharma, Sohum Shah, Tabu, Neeraj Kabi[ Meghna Gulzar],[ Vishal Bhardwaj]
Singh Is Bliing,2-Oct,20.67,54.44,78, 2.5/5 Stars (Two and half stars)[ Akshay Kumar, Amy Jackson, Lara Dutta, Kay Kay Menon],[ Prabhu Deva]
Calendar Girls,25-Sep,1.6,4.5,7, 1.5/5 Stars (One and half star)[ Ruhi Singh, Satarupa Pyne, Akanksha Puri, Kyra Dutt, Avani Modi, Suhel Seth],[ Madhur Bhandarkar]
Kis Kisko Pyaar Karoon,25-Sep,10.15,28.81,44, 2/5 Stars (Two stars)[ Kapil Sharma, Elli Avram, Manjari Fadnnis, Simran Kaur Mundi, Varun Sharma, Sharat Saxena, Supriya Pathak, Manoj Joshi, Jamie Lever, Arbaaz Khan, Sai Lokur],[ Abbas Burmawalla, Mustan Burmawalla]
Bhaag Johnny,25-Sep,0.25,0.75,2, 1.5/5 Stars (One and half stars)[ Kunal Kemmu, Zoa Morani, Mandana Karimi, Vikram Bhatt, Elli Avram],[ Shivam Nair]
