Movie Name,Release Date,1st Day,1st Weekend,1st Week,Lifetime,stars,cast,director
Dangal,23 - Dec,29.78,106.95,197.54, 4/5 Stars (Four stars)[ Aamir Khan, Sakshi Tanwar, Fatima Sana Shaikh, Sanya Malhotra, Suhani Bhatnagar, Zaira Wasim, Aparshakti Khurrana, Ritvik Sahore, Girish Kulkarni],[ Nitesh Tiwari]
Wajah Tum Ho,16 - Dec,02.86,08.50,09.50, 1.5/5 Stars (One and half stars)[ Sana Khan, Sharman Joshi, Gurmeet Choudhary, Rajniesh Duggal],[ Vishal Pandya]
Befikre,09 - Dec,10.36,34.36,48.75, 2.5/5 Stars (Two and half stars)[  Ranveer Singh, Vaani Kapoor],[ Aditya Chopra]
Kahaani 2,02 - Dec,04.25,16.97,24.26, 3/5 Stars (Three stars)[ Vidya Balan, Arjun Rampal],[ Sujoy Ghosh]
Dear Zindagi,25 - Nov,08.75,32.50,47.00, 2.5/5 Stars (Two and half stars)[ Alia Bhatt, Shah Rukh Khan, Ali Zafar, Aditya Roy Kapur, Kunal Kapoor, Ira Dubey],[ Gauri Shinde]
Saansein – The Last Breath,25 - Nov,00.61,02.30,04.00,  Rajniesh Duggal, Sonarika Bhadori, Neetha Shetty, Hiten Tejwani[  Rajiv S. Ruia],[  Goutam Jain, Vivek Agrawal]
Force 2,18 - Nov,06.05,20.05,30.15, 3/5 Stars (Three stars)[  John Abraham, Sonakshi Sinha, Tahir Raj Bhasin],[ Abhinay Deo]
Tum Bin 2,18 - Nov,01.00,02.50,03.20, 1.5/5 Stars (One and half stars)[ Neha Sharma, Aditya Seal, Aashim Gulati],[  Anubhav Sinha]
Rock On 2,11-Nov,02.02,07.01,10.50, 2/5 Stars (Two stars)[ Farhan Akhtar, Arjun Rampal, Shraddha Kapoor, Prachi Desai, Purab Kohli, Shashanak Arora, Kumud Mishra],[ Shujaat Saudagar]
Ae Dil Hai Mushkil,28-Oct,13.30,35.60,80.19, 3.5/5 Stars (Three and half stars)[ Ranbir Kapoor, Anushka Sharma, Aishwarya Rai Bachchan],[ Karan Johar]
Shivaay,28-Oct,10.24,28.56,70.41, 2/5 Stars (Two stars)[  Ajay Devgn, Erika Kaar, Abigail Eames, Vir Das],[ Ajay Devgn]
31st october,21-Oct,00.30,01.10,01.10, 1.5/5 Stars (One and half stars)[ Vir Das, Soha Ali Khan, Daya Shanker Pandey, Vineet Sharma, Deepraj Rana, Raj Saluja, Nagesh Bhonsle, Sezal Sharma],[ Shivaji Lotan Patil]
Gandhigiri,21-Oct,00.10,00.40,00.40,  Om Puri, Sanjay Mishra, Anupam Shyam, Dolly Chawla, Rishi Bhutani, Ram Sujan Singh, Brijesh Karniwal, Ravi Singh, Meghna Haldar[  Sanoj Mishra],[  Pratap Singh Yadav Plot]
Saat Uchakkey,14-Oct,01.00,01.50,01.50, Anupam Kher, Manoj Bajpayee, Kay Kay Menon, Vijay Raaz, Annu Kapoor, Aditi Sharma, Jatin Sarna, Aparshakti Khurana, Nitin Bhasin, Vipul Vig[ Sanjeev Sharma],[ Neeraj Pandey, Shital Bhatia]
Mirzya,07-Oct,02.20,06.50,09.50, 2.5/5 Stars (Two and half stars)[ Harshvardhan Kapoor, Saiyami Kher, Anuj Choudhary, Om Puri, Art Malik],[ Rakeysh Omprakash Mehra]
Tutak Tutak Tutiya,07-Oct,00.45,02.00,02.60, 2/5 Stars (Two stars)[ Prabhudheva, Sonu Sood, Tamannaah],[ A.L.Vijay]
M.S. Dhoni – The Untold Story,30-Sept,21.30,66.00,94.13, 3.5/5 Stars (Three and half stars)[ Sushant Singh Rajput, Anupam Kher, Kiara Advani, Disha Patani, Rajesh Sharma],[ Neeraj Pandey]
Banjo,23-Sept,01.72,05.92,08.67, 2/5 Stars (Two stars)[  Riteish Deshmukh, Nargis Fakhri],[ Ravi Jadhav]
Parched,23-Sept,00.12,00.62,01.00, 2.5/5 Stars (Two and half stars)[ Tannishtha Chatterjee, Radhika Apte, Surveen Chawla, Adil Hussain],[ Leena Yadav]
Pink,16-Sept,04.32,21.51,35.91, 4/5 Stars (Four stars)[ Amitabh Bachchan, Taapsee Pannu, Andrea Tariang, Kirti Kulhari, Angad Bedi],[ Aniruddha Roy Chowdhury]
Raaz Reboot,16-Sept,06.30,18.09,26.73, 1.5/5 Stars (One and half stars)[ Emraan Hashmi, Kriti Kharbanda, Gaurav Arora],[ Vikram Bhatt]
Baar Baar Dekho,09-Sept,06.81,21.16,29.40, 2.5/5 Stars (Two and half stars)[ Sidharth Malhotra, Katrina Kaif, Ram Kapoor, Sarika, Rohan Joshi, Sayani Gupta, Rajit Kapoor],[  Nitya Mehra]
Freaky Ali,09-Sept,02.55,08.50,13.50, 2/5 Stars (Two stars)[ Nawazuddin Siddiqui, Amy Jackson, Arbaaz Khan, Nikitin Dheer, Jas Arora, Seema Biswas, Asif Basra],[ Sohail Khan]
Akira,02-Sept,05.15,16.65,26.39, 3/5 Stars (Three stars)[ Sonakshi Sinha, Anurag Kashyap, Konkona Sen Sharma, Atul Kulkarni],[ A. R. Murugadoss]
A Flying Jatt,25-Aug,07.10,29.45,36.85, 2.5/5 Stars (Two and half stars)[ Tiger Shroff, Jacqueline Fernandez, Nathan Jones, Amrita Singh],[ Remo D’souza]
Happy Bhag Jayegi,19-Aug,02.32,10.71,17.65, 2.5/5 Stars (Two and half stars)[ Diana Penty, Abhay Deol, Ali Fazal, Jimmy Shergill, Piyush Mishra, Kanwaljit Singh, Momal Sheikh],[ Mudassar Aziz]
Rustom,12-Aug,14.11,50.42,90.90, 3/5 Stars (Three stars)[ Akshay Kumar, Esha Gupta, Ileana DCruz],[ Tinu Suresh Desai]
Mohenjo Daro,12-Aug,08.87,30.54,51.18, 1.5/5 Stars (One and half stars)[ Hrithik Roshan, Pooja Hegde, Kabir Bedi, Arunoday Singh],[ Ashutosh Gowarikar]
Dishoom,29-July,11.05,37.32,53.34, 2.5/5 Stars (Two and half stars)[ Varun Dhawan, John Abraham, Jacqueline Fernandez, Rahul Dev, Saqib Saleem, Akshaye Khanna],[ Rohit Dhawan]
Kabali (Hindi),22-July,05.20,13.75,21.75, 2.5/5 Stars (Two and half stars)[ Rajinikanth, Radhika Apte],[ Pa. Ranjith]
Madaari,22-July,02.25,08.00,12.50, 2/5 Stars (Two stars)[  Irrfan Khan, Jimmy Shergill],[ Nishikant Kamat]
Sultan,06-July,36.54,180.36,229.16, 3/5 Stars (Three stars)[ Salman Khan, Anushka Sharma, Amit Sadh, Randeep Hooda],[ Ali Abbas Zafar]
Junooniyat,24-June,00.65,02.00,03.40, 1.5/5 Stars (One and a half stars)[ Pulkit Samrat, Yami Gautam],[ Vivek Agnihotri]
Raman Raghav 2.0,24-June,01.36,05.08,05.08, 3/5 Stars (Three stars)[ Nawazuddin Siddiqui, Vicky Kaushal, Vipin Sharma, Amruta Subhash, Sobhita Dhulipala, Ashok Lokhande],[ Anurag Kashyap]
Udta Punjab,17-June,10.05,33.80,48.50, 2/5 Stars (Two stars)[ Shahid Kapoor, Alia Bhatt, Kareena Kapoor, Diljit Dosanjh],[ Abhishek Chaubey]
Te3n,10-June,02.61,11.13,16.35, 2.5/5 Stars (Two and a half stars)[ Amitabh Bachchan, Nawazuddin Siddiqui, Vidya Balan, Sabyasachi Chakrabarty],[ Ribhu Dasgupta]
Do Lafzon Ki Kahani,10-June,01.03,03.25,03.25, 1.5/5 Stars (One and a half stars)[ Randeep Hooda, Kajal Aggarwal],[ Deepak Tijori]
Housefull 3,03-June,15.21,53.31,80.10, 2/5 Stars (Two stars)[ Akshay Kumar, Abhishek Bachchan, Riteish Deshmukh, Jacqueline Fernandez, Nargis Fakhri, Lisa Haydon, Boman Irani],[ Sajid-Farhad]
Phobia,27-May,00.20,01.25,02.50, 3/5 Stars (Three stars)[ Radhika Apte, Satyadeep Mishra, Ankur Vikal, Yashaswani Dayama],[ Pavan Kripalani]
Waiting,27-May,00.27,01.25,02.50, 3.5/5 Stars (Three and a half stars)[ Kalki Koechlin, Naseeruddin Shah, Rajat Kapoor, Arjun Mathur, Suhasini Maniratnam],[ Anu Menon]
Sarbjit,20-May,03.69,13.95,22.09, 2/5 Stars (Two stars)[ Aishwarya Rai Bachchan, Randeep Hooda, Richa Chadha, Darshan Kumaar],[ Omung Kumar]
