Movie Name,Release Date,1st Day,1st Weekend,1st Week,Lifetime,stars,cast,director
Don 2 (Hindi, Tamil & Telugu) (2D & 3D),23-Dec,15.3,48.55,73,[],[ 3.5/5 stars]
Ladies Vs Ricky Bahl,9-Dec,4.75,16.75,25,[],[ 3 / 5 stars]
The Dirty Picture (Hindi, Tamil & Telugu),2-Dec,9.35,31.36,52.5,[],[ 4 / 5 stars]
Desi Boyz,25-Nov,9,28.25,40,[ 3.5 / 5 stars],[]
Rockstar,11-Nov,11,35,51, Ranbir Kapoor is a simple boy from Delhi who dreams of becoming a rockstar. The film traces his journey to his goal and also talks about his affair with his college mate, Nargis Fakhri, after she is married. Find out more in the  review of Rockstar.[],[ 2.5 / 5 stars]
Ra.One (Hindi, Tamil & Telugu) (2D & 3D),26-Oct,18,91.10 (5-day weekend),103.25, 3.5 / 5 stars[ Shah Rukh Khan, Kareena Kapoor, Arjun Rampal, master Armaan Varma.],[ Individual sequences; stars’ performances; excellent visual effects; the superlative action, the ‘Chammak Challo’ song; eye-filling photography; extraordinary background score.]
Mujhse Fraaandship Karoge,14-Oct,0.5,2.15,3.5,[ 2.5/5 stars],[ Saqib Saleem, Saba Azad, Nishant Dahiya, Tara D’souza, Mita Vasisht, Prabal Punjabi.]
Love Breakups Zindagi,7-Oct,0.35,1.25,2,[ 1/5 star],[ Zayed Khan, Dia Mirza, Cyrus Sahukar, Tisca Chopra.]
Rascals,6-Oct,7.5,22.75 (4-day weekend),30,[],[ 1.5/5 stars]
Hum Tum Shabana,30-Sep,0.4,1.5,2,[],[ 1/5 star]
Saheb Biwi Aur Gangster,30-Sep,1,3.5,5.25,[],[ 2/5 stars]
Force,30-Sep,5,16,23,[],[ 2.5/5 stars]
Speedy Singhs (English & dubbed),23-Sep,0.6,2,3,[ 0.5/5 star],[ Vinay Virmani, Camilla Belle, Rob Lowe, Anupam Kher, Gurpreet Guggi, Russell Peters.]
Mausam,23-Sep,6.75,21,28,[ 2/5 stars],[ Shahid Kapoor, Sonam Kapoor, Supriya Pathak, Manoj Pahwa, Anupam Kher.]
Mere Brother Ki Dulhan,9-Sep,7.35,26,37, 3/5 stars[ Katrina Kaif, Imran Khan, Ali Zafar, Tara D’Souza.],[ The entertaining screenplay; the emotional undercurrent of the drama; Katrina Kaif’s fantastic performance; the hit music and the eye-pleasing song picturisations.]
Bodyguard,31-Aug,21,86.00 (5-day weekend),115,[],[ 4/5 stars]
Aarakshan,12-Aug,4.5,18.5,28,[ 2/5 stars],[ Amitabh Bachchan, Saif Ali Khan, Deepika Padukone, Manoj Bajpayee, Prateik Babbar, Tanvi Azmi.]
Singham,22-Jul,9,30.5,50,[],[ 4.5/5 stars]
Zindagi Na Milegi Dobara,15-Jul,7.5,27,44,[ 2/5 stars],[ Hrithik Roshan, Farhan Akhtar, Abhay Deol, Katrina Kaif, Kalki Koechlin.]
Murder 2,8-Jul,6.5,22.5,35.5,[],[ 3/5 stars]
Bbuddah Hoga Terra Baap,1-Jul,2,6.75,11.5, Amitabh Bachchan lands in India to protect his estranged police officer-son, Sonu Sood, whom a don is trying to kill. Find out the rest in the Bbuddah Hoga Terra Baap review.[ 2/5 stars],[ Amitabh Bachchan, Hema Malini, Sonu Sood, Sonal Chauhan, Prakash Raj, Raveena Tandon (special appearance).]
Delhi Belly (English & Hindi),1-Jul,6.25,23,37.5, Imran Khan, Vir Das and Kunal Roy Kapur are three young roommates who get caught up in a hunt for diamonds smuggled for a don (Vijay Raaz) in Delhi, which they have mistakenly taken. Shenaz (Imran’s girlfriend) is then kidnapped by the don. As the trio attempts to get back the diamonds first and Shenaz thereafter, Imran falls for Poorna, a married press reporter. What happens next? Find out rest in the full review of Delhi Belly.[ 3.5/5 stars],[ Imran Khan, Vir Das, Kunal Roy Kapur, Vijay Raaz, Shenaz Treasury, Poorna Jagannathan, Rahul Singh, Aamir Khan (in a special appearance).]
Double Dhamaal,24-Jun,7.65,25.5,36.5, Cop-turned-conman Sanjay, his girlfriend, Mallika, and his sister, Kangna, cheat Arshad, Jaaved, Ritesh and Aashish into getting Rs. 250 crore from a don (Satish Kaushik) as investment in a plot of land which is supposed to be rich in crude oil. The trio then runs off to Macau with the money. Conned, the four guys – Arshad, Jaaved, Ritesh and Aashish – plan to take revenge by conning Sanjay and group back. What happens then? Read the full review for the rest.[ 1.5/5 stars],[ Sanjay Dutt, Arshad Warsi, Jaaved Jaffrey, Ritesh Deshmukh, Aashish Chowdhary, Mallika Sherawat, Kangna Ranaut, Satish Kaushik, Zakir Hussain.]
Bheja Fry 2,17-Jun,2,6.5,8,[ 1/5 star],[ Vinay Pathak, Minissha Lamba, Kay Kay Menon, Suresh Menon, Amole Gupte.]
Shaitan,10-Jun,1,3.5,5,[ 2/5 stars],[]
Ready,3-Jun,13,42.5,69, Salman and Asin fall in love but he has to contend with her two tyrant and warring maternal uncles, each of who is trying hard to get her married off to his brother-in-law. Should you watch the film? Find out in the full review by Komal Nahta.[ 3.5/5 stars],[ Salman Khan, Asin Thottumkal, Paresh Rawal, Sharat Saxena, Akhilendra Mishra, Mahesh Manjrekar.]
Pyaar Ka Punchnama,20-May,1.1,3.25,5.5, Three bachelor boys fall in love with three girls but soon realise that the affairs are not worth it. Find out what happens next in the full review below.[ 1/5 stars],[ Kartik Tiwari, Divyendu Sharma, Raayo Bhakhirta, Nushrat Bharucha, Ishita Sharma, Sonali Sehgal.]
Ragini MMS (Hindi, Tamil & Telugu),13-May,1.25,4.25,7,[],[]
Luv Ka The End,6-May,0.6,2.35,4,[ Shraddha Kapoor realises that the man she loves, Taaha, is a womaniser who doesn’t love her although he pretends to be madly in love with her. She decides to teach him a lesson and sets out to do so with her friends. For more, read the full review.],[ 1 star]
