Movie Name,Release Date,1st Day,1st Weekend,1st Week,Lifetime,stars,cast,director
Jumanji: Welcome To The Jungle,29-Dec,05.26,20.27,28.96, Welcome to the Jungle Movie Review Rating[ Dwayne Johnson, Karen Gillan, Kevin Hart, Jack Black, Rhys Darby, Nick Jonas.],[ Jake Kasdan]
Tiger Zinda Hai,22-Dec,34.10,114.93,206.04, 4/5 Stars (Four stars)[ Salman Khan, Katrina Kaif, Sajjad Delafrooz, Angad Bedi, Kumud Mishra, Girish Karnad, Paresh Rawal.],[ Ali Abbas Zafar.]
Fukrey Returns,08-Dec,08.10,32.20,50.30, 3.5/5 Stars (Three and a half stars)[  Pulkit Samrat, Manjot Singh, Ali Fazal, Varun Sharma, Richa Chadha, Pankaj Tripathi, Vishakha Singh, Priya Anand],[  Mrighdeep Lamba]
Firangi,01-Dec,02.00,07.50,08.75,  1.5/5 Stars (One and a half stars)[  Kapil Sharma, Ishita Dutta, Monica Gill, Edward Sonnenblick, Kumud Mishra, Rajesh Sharma, Inaamulhaq, Aanjjan Srivastav.],[ Rajiev Dhingra]
Tera Intezaar,01-Dec,00.50,01.50,01.75, Sunny Leone, Arbaaz Khan[ Raajeev Walia],[ Aman Mehta, Bijal Mehta]
Julie 2,24-Nov,00.50,00.50,00.50, 1/5 Star (One star)[  Raai Laxmi, Ravi Kishan, Pankaj Tripathi, Anant Jog, Nishikant Kamat.],[ Deepak Shivdasani.]
Judwaa 2,29-Sep,16.10,59.25,98.08, 2.5/5 Stars (Two and half stars)[ Varun Dhawan, Jacqueline Fernandez, Taapsee Pannu, Anupam Kher, Vivan Bhatena and Salman Khan (in a cameo appearance)],[ David Dhawan]
Newton,22-Sep,00.96,06.90,11.83, 3/5 Stars (Three stars)[ Rajkummar Rao, Pankaj Tripathi, Sanjay Mishra, Anjali Patil, Mukesh Prajapati, Raghubir Yadav.],[  Amit V Masurkar]
Bhoomi ,22-Sep,02.25,07.48,08.50, Rating[ Sanjay Dutt, Aditi Rao Hydari, Shekhar Suman, Sharad Kellkar, Siddhant],[ Omung Kumar]
Haseena Parkar,22-Sep,01.87,06.10,06.85, 2.5/5 Stars (Two and half stars)[ Shraddha Kapoor, Siddhanth Kapoor, Ankur Bhatia, Rajesh Tailang],[ Apoorva Lakhia]
Kingsman: The Golden Circle,22-Sep,03.15,03.15,03.15, The Golden Circle Movie Review[  Taron Egerton, Colin Firth, Mark Strong, Channing Tatum, Pedro Pascal, Edward Holcroft],[ Matthew Vaughn]
Simran,15-Sep,02.77,10.65,15.48, Rating[ Kangana Ranaut, Soham Shah, Manu Narayan, Aneesha Joshi, Rupinder Nagra, Mark Justice.],[ Hansal Mehta]
Lucknow central,15-Sep,02.04,08.42,10.57, Rating[ Farhan Akhtar, Diana Penty, Gippy Grewal, Deepak Dobriyal, Ronit Roy, Inaamulhaq],[ Ranjit Tiwari]
IT,8-Sep,01.67,07.52,10.07, Rating[  Bill Skarsgard, Jackson Robert Scott, Jaeden Lieberher, Finn Wolfhard, Jack Dylan Grazer, Wyatt Oleff, Jeremy Ray Taylor, Chosen Jacobs, Sophia Lillis.],[ Andy Muschietti]
Daddy,8-Sep,01.25,04.60,07.00, Rating[],[ Arjun Rampal, Aishwarya Rajesh, Rajesh Shringarpore, Nishikant Kamat, Farhan Akhtar]
Baadshaho,1-Sep,12.03,43.30,64.14, 2/5 Stars (Two stars)[ Ajay Devgn, Ileana D’Cruz, Emraan Hashmi, Esha Gupta, Sanjay Mishra, Vidyut Jammwal],[ Milan Luthria]
Shubh Mangal Saavdhan,1-Sep,02.71,14.46,24.03, Rating[  Ayushmann Khurrana, Bhumi Pednekar, Brijendra Kala, Seema Pahwa],[ R S Prasanna]
A Gentleman,25-Aug,04.04,13.13,19.82, 2.5/5 Stars (Two and half stars)[  Sidharth Malhotra, Jacqueline Fernandez, Darshan Kumar, Suniel Shetty],[ Raj Nidimoru, Krishna DK]
Babumoshai Bandookbaaz,25-Aug,02.05,07.53,12.34, 1.5/5 Stars (One and a half stars)[  Nawazuddin Siddiqui, Bidita Bag, Chitrangda Singh, Divya Dutta, Shraddha Das, Anil George, Tota Roy Chowdhury, Murli Sharma, Bhagwan Tiwari, Jeetu Shivhare, Jatin Goswami, Rupa Ganguly],[ Kushan Nandy]
Qaidi Band,25-Aug,00.25,00.50,00.50, 3/5 Stars (Three stars)[ Aadar Jain, Anya Singh, Sachin Pilagaonkar],[ Habib Faisal]
Annabelle: Creation,18-Aug,05.00,22.20,35.85, 2.5/5 Stars (Two and half stars)[ Stephanie Sigman, Talitha Bateman, Anthony LaPaglia, Miranda Otto, Lulu Wilson.],[ David F. Sandberg]
Bareilly Ki Barfi,18-Aug,02.42,11.30,18.72, 2.5/5 Stars (Two and half stars)[ Ayushmann Khurrana, Kirti Sanon, Rajkummar Rao, Pankaj Tripathi, Seema Pahwa],[ Ashwiny Iyer Tiwari]
Toilet - Ek Prem Katha,11-Aug,13.10,51.45,96.05, 3/5 Stars (Three Stars)[  Akshay Kumar, Bhumi Pednekar, Divyendu Sharma, Anupam Kher, Rakesh Sharma, Sudhir Pandey],[ Shree Narayan Singh]
Jab Harry Met Sejal,04-Aug,15.25,45.75,59.20, 3.5/5 Stars (Three and half stars)[  Shah Rukh Khan, Anushka Sharma],[ Imtiaz Ali]
Mubarakan,28-Jul,05.16,22.91,35.66, 2.5/5 Stars (Two and half stars)[ ],[  Arjun Kapoor, Anil Kapoor, Ileana DCruz, Amrita Singh, Athiya Shetty]
Indu Sarkar,28-Jul,01.20,03.55,04.30, 3/5 Stars (Three stars)[  Kirti Kulhari, Neil Nitin Mukesh, Supriya Vinod, Anupam Kher, Tota Roy Chowdhury],[  Madhur Bhandarkar]
Munna Michael,21-Jul,06.65,21.67,31.62, 1.5/5 Stars (One and half stars)[  Tiger Shroff, Nawazuddin Siddiqui, Nidhhi Agerwal],[ Sabbir Khan]
Lipstick Under My Burkha,21-Jul,01.22,05.80,10.96, 3.5/5 Stars (Three and half stars)[  Konkona Sen Sharma, Ratna Pathak, Plabita Borthakur, Aahana Kumrah, Sushant Singh, Vikrant Massey, Shashank Arora, Vaibhav Tatwawdi, Jagat Singh Solanki],[ Alankrita Shrivastava]
Dunkirk,21-Jul,03.60,11.90,18.07, 4/5 Stars (Four stars)[  Fionn Whitehead, Tom Glynn-Carney, Jack Lowden, Harry Styles, Aneurin Barnard, James D’Arcy, Barry Keoghan, Kenneth Branagh, Cillian Murphy, Mark Rylance, Tom Hardy],[  Christopher Nolan]
Jagga Jasoos,14-Jul,08.57,33.17,43.75, 3.5/5 Stars (Three and half stars)[ ],[ Ranbir Kapoor, Katrina Kaif, Saswata Chatterjee, Sayani Gupta, Saurabh Shukla, Rajatava Dutta]
Spider-Man: Homecoming,07-Jul,09.30 (Including Preview),30.25,43.00, Homecoming Review – Rating[  Tom Holland, Michael Keaton, Jon Favreau, Zendaya, Donald Glover, Tyne Daly, Marisa Tomei, Robert Downey Jr., Laura Harrier],[ Jon Watts]
Mom,07-Jul,02.90,14.40,23.80, 3.5/5 Stars (Three and half stars)[  Sridevi, Akshaye Khanna, Adnan Siddiqui, Sajal Ali, Nawazuddin Siddiqui],[ Ravi Udyawar]
Guest iin London,07-Jul,02.10,08.00,09.00, 1/5 Stars (One star)[  Kartik Aaryan, Kriti Kharbanda, Paresh Rawal, Tanvi Azmi, Naveen Kaushik],[ Ashwni Dhir]
Tubelight,23- June,21.15,64.77,106.86,Rating[  Salman Khan, Zhu Zhu, Sohail Khan, Om Puri, Matin Rey Tangu],[  Kabir Khan]
Bank Chor,16-June,01.40,04.34,07.30, 3.5/5 Stars (Three and half stars)[ Riteish Deshmukh, Vivek Anand Oberoi, Rhea Chakraborty, Bhuvan Arora, Sahil Vaid, Vikram Thapa, Baba Sehgal (cameo)],[ Bumpy]
Phullu,16-June,01.00,02.30,02.30, 2/5 Stars (Two stars)[  Sharib Hashmi, Jyotii Sethi and Nutan Surya],[ Abhishek Saxena]
Behen Hogi Teri,09-Jun,00.50,01.50,01.50, 3/5 Stars (Three stars)[  Rajkummar Rao, Shruti Haasan, Gautam Gulati, Herry Tangri, Gulshan Grover, Ranjeet, Darshan Jariwala, Ninad Kamat, Kamlesh Gill, Mrunal Jain],[ Ajay K Pannalal]
Raabta,09-Jun,05.61,15.93,20.71, 2/5 Stars (Two stars)[ Sushant Singh Rajput, Kriti Sanon, Jim Sarbh, Rajkummar Rao, Varun Sharma and Nidhi Subbaiah],[ Dinesh Vijan]
Sachin: A Billion Dreams,26-May,08.40,28.05,41.20, 4/5 Stars (Four stars)[  Sachin Tendulkar],[  James Erskine]
Half Girlfriend,19-May,10.27, 32.04,49.19, 1/5 Stars (One star)[  Arjun Kapoor, Shraddha Kapoor, Rhea Chakraborty, Vikrant Massey, Seema Biswas],[ Mohit Suri]
Hindi Medium,19-May,02.81,12.56,25.21, 4/5 Stars (Four stars)[  Irrfan Khan, Saba Qamar, Deepak Dobriyal, Swati Das, Dishita Sehgal, Amrita Singh, Sanjay Suri and Neha Dhupia (cameo)],[ Saket Chowdhary]
Meri Pyaari Bindu,12-May,01.75,06.50,09.20, 1.5/5 Stars (One and half stars)[  Parineeti Chopra, Ayushmann Khurrana, Aparajita Adhya, Abish Mathew, Malvika Sitlani, Prakash Belawadi, Rajatava Dutta],[ Akshay Roy]
Sarkar 3,12-May,02.10,06.75,09.53, 2/5 Stars (Two stars)[ Amitabh Bachchan, Ronit Roy, Jackie Shroff, Manoj Bajpayee, Amit Sadh, Yami Gautam, Supriya Pathak and Rohini Hattangadi],[  Ram Gopal Varma]
Baahubali 2: The Conclusion,28-Apr,41.00,128.00,247.00, 4/5 Stars (Four stars)[ Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah, Sathyaraj, Nasser, Ramya Krishnan, Subbaraju],[ S S Rajamouli]
Maatr,21-Apr,00.42,01.68,02.31, 2.5/5 Stars (Two and half stars)[  Madhur Mittal, Raveena Tandon, Alisha Khan],[ Ashtar Sayed]
Noor,21-Apr,01.54,05.52,07.52, 2/5 Stars (Two stars)[  Sonakshi Sinha, Kanan Gill, Shibani Dandekar, Purab Kohli, Ayan Banerjee, Manish Chaudhary],[ Sunhil Sippy]
Begum Jaan,14-Apr,03.94,11.48,17.83, 2/5 Stars (Two and half stars)[  Vidya Balan, Gauahar Khan, Pallavi Sharda, Ila Arun, Pallavi Sharda, Naseeruddin Shah , Chunky Pandey],[ Srijit Mukherji]
The Fate Of The Furious,14-Apr,09.25,47.50,65.85, 2/5 Stars (Two stars)[  Vin Diesel, Jason Statham, Dwayne Johnson, Michelle Rodriguez, Charlize Theron],[  F. Gary Gray]
Laali Ki Shaadi Mein Laddoo Deewana,7-Apr,00.14,00.55,00.80, 1/5 Stars (One star)[  Akshara Haasan, Vivaan Shah, Gurmeet Choudhary, Darshan Jariwala, Saurabh Shukla, Suhasini Mulay, Kishori Shahane, Navni Parihar, Sanjay Mishra, Kavitta Verma, Ravi Kishan, Jyoti Kalash, Ehsaan Khan],[ Manish Harishankar]
Poorna,31-Mar,00.18,0.90,01.50, 2.5/5 Stars (Two and half stars)[  Rahul Bose, Aditi Inamdar, S. Mariya, Dhritiman Chatterjee, Heeba Shah, Harshavardhan, Arif Zakaria, Gyanendra Tripathi],[ Rahul Bose]
Naam Shabana,31-Mar,05.12,18.76,27.18, 2.5/5 Stars (Two and half stars)[  Taapsee Pannu, Akshay Kumar, Prithviraj Sukumaran, Manoj Bajpayee, Anupam Kher, Danny Denzongpa, Taher Shabbir],[  Shivam Nair]
Anaarkali Of Aarah,24-Mar,00.13,00.60,00.97, 3.5/5 Stars (Three and half stars)[  Swara Bhaskar, Sanjai Mishra, Pankaj Tripathy, Ishhtiaq Khan],[ Avinash Das]
Phillauri,24-Mar,04.02,15.25,22.68, 3/5 Stars (Three stars)[  Anushka Sharma, Suraj Sharma, Diljit Dosanjh, Mehreen Pirzada],[ Anshai Lal]
Trapped,17-Mar,00.26,01.44,02.29, 3/5 Stars (Three stars)[ Rajkummar Rao, Geetanjali Thapa, Khushboo Upadhyay],[ Vikramaditya Motwane]
Aa Gaya Hero,17-Mar,00.20,00.65,01.25, 1/5 Stars (One star)[  Govinda, Richa Sharma, Ashutosh Rana, Murli Sharma, Makarand Deshpande, Chandrachur Singh, Surendra Pal, Harish],[ Dipankar Senapati]
Machine,17-Mar,00.55,01.75,03.00, 1/5 Stars (One star)[  Mustafa Burmawalla, Kiara Advani, Ronit Roy, Supriya Karnik],[  Abbas Burmawalla, Mustan Burmawalla]
Badrinath Ki Dulhania,10-Mar,12.25,43.05,73.66, 3/5 Stars (Three stars)[  Varun Dhawan, Alia Bhatt, Gauahar Khan, Aakanksha Singh, Shweta Basu Prasad, Puneet Singh Ratn, Rituraj Singh, Kanupriya Pandit, Atul Narang, Gaurav Pandey, Yash Sinha, Sahil Vaid],[  Shashank Khaitan]
Logan,03-Mar,04.75,17.10,26.03, 4/5 Stars (Four stars)[  Hugh Jackman, Patrick Stewart, Dafne Keen],[ James Mangold]
Commando 2,03-Mar,05.15,15.74,23.07, 2/5 Stars (Two stars)[  Vidyut Jamwal, Adah Sharma, Esha Gupta, Adil Hussain, Freddy Daruwala, Shefali Shah, Thakur Anoop Singh],[ Deven Bhojani]
Rangoon,24-Feb,06.07,18.25,21.50, 2/5 Stars (Two stars)[ Saif Ali Khan, Shahid Kapoor, Kangana Ranaut],[ Vishal Bhardwaj]
The Ghazi Attack - Hindi Version,16-Feb,01.65,06.70,11.85, 3/5 Stars (Three stars)[  Rana Daggubati, Taapsee Pannu, Kay Kay Menon, Atul Kulkarni],[ Sankalp Reddy]
Running Shaadi,16-Feb,00.17,00.60,01.00, 2.5/5 Stars (Two and half stars)[ Taapsee Pannu, Amit Sadh, Arsh Bajwa, Brijendra Kala],[ Amit Roy]
Irada,16-Feb,00.15,00.57,00.90, 2/5 Stars (Two stars)[  Arshad Warsi, Naseeruddin Shah, Sagarika Ghatge, Divya Dutta, Sharad Kelkar, Rumana Molla],[ Aparnaa Singh]
Jolly LLB 2,10-Feb,13.20,50.46,77.71, 3/5 Stars (Three stars)[  Akshay Kumar, Huma Qureshi, Sayani Gupta],[ Subhash Kapoor]
Raees,25-Jan,20.42,93.24,122.36, 3.5/5 Stars (Three and half stars)[ Shah Rukh Khan, Nawazuddin Siddiqui, Mahira Khan, Zeeshan Ayyub],[ Rahul Dholakia]
Kaabil,25-Jan,10.43,67.46,90.55, 2/5 Stars (Two stars)[  Hrithik Roshan, Yami Gautam, Rohit Roy, Ronit Roy],[ Sanjay Gupta]
Ok Jaanu,13-Jan,04.08,13.80,19.50, 3/5 Stars (Three stars)[ Aditya Roy Kapur, Shraddha Kapoor, Naseeruddin Shah, Leela Samson],[ Shaad Ali]
xXx: Return of Xander Cage,13-Jan,08.00,15.85,24.00, 3/5 Stars (Three stars)[ Vin Diesel, Deepika Padukone, Nina Dobrev, Ruby Rose, Donnie Yen, Samuel L Jackson, Kris Wu, Toni Collete, Tony Jaa, Hermione Corfield, Al Sapienza, Neymar (as himself) and Ice Cube in cameos],[ D.J. Caruso]
Haraamkhor,13- Jan,00.24,01.01,01.01,  3/5 Stars (Three stars)[  Nawazuddin Siddiqui, Shweta Tripathi],[ Shlok Sharma]
